CLOCK;MEMORY_USED;PAPI_L1_TCM;PAPI_L2_TCM;PAPI_L3_TCM;PAPI_L2_TCA;PAPI_L3_TCA
42486542;20480;995;1702;0;1079;1702
42215686;20480;1177;1915;2;1241;1915
58355704;30720;2165;1966;2;1915;1966
57438438;30720;2076;1358;0;1837;1358
58395538;30720;2196;2039;8;1914;2039
59577040;30720;2458;2951;0;2144;2951
58300456;30720;2214;2072;0;1926;2072
58532344;30720;2400;2582;10;2172;2582
58621778;30720;2179;2097;1;1870;2097
59071740;30720;2204;2696;4;1995;2696
59941554;30720;2467;3317;9;2165;3317
59074334;30720;2530;3301;9;2155;3301
77037426;40960;3538;1988;2;2843;1988
77679556;40960;3579;3236;11;2922;3236
76790910;40960;3526;1915;2;2830;1915
78619244;40960;3637;3400;13;2992;3400
77619068;40960;3566;2523;6;2917;2523
79372920;40960;3611;4699;2;2957;4699
76739636;40960;3508;2313;0;2823;2313
77966386;40960;3587;2984;6;2923;2984
76941832;40960;3499;1836;0;2787;1836
78819350;40960;3641;3685;4;2995;3685
96253660;51200;4353;2279;0;3444;2279
97577816;51200;4448;4246;5;3560;4246
97954196;51200;4485;5059;4;3606;5059
97970610;51200;4450;5345;7;3549;5345
96984992;51200;4421;3993;0;3548;3993
97879214;51200;4458;4319;4;3582;4319
98116826;51200;4448;4554;17;3570;4554
97083438;51200;4418;3681;4;3518;3681
98566530;51200;4407;4642;1;3500;4642
97936126;51200;4455;5127;6;3569;5127
117123332;61440;5280;5093;11;4175;5093
116314736;61440;5190;4395;0;4060;4395
117620088;61440;5285;6210;15;4173;6210
116378592;61440;5190;4904;2;4069;4904
116689692;61440;5230;5433;19;4110;5433
116524352;61440;5182;4026;0;4047;4026
116591222;61440;5246;4994;6;4138;4994
116712880;61440;5178;4658;0;4030;4658
116630260;61440;5219;5023;9;4099;5023
117104188;61440;5271;5458;4;4160;5458
137143856;71680;6139;8145;14;4819;8145
135083344;71680;6017;2982;2;4661;2982
136005488;71680;6057;7227;0;4718;7227
135939260;71680;6086;6785;0;4735;6785
135585238;71680;6050;4840;7;4698;4840
134811256;71680;6015;3444;6;4653;3444
134855964;71680;6028;3267;2;4634;3267
138531208;71680;6118;8110;62;4748;8110
135621396;71680;6068;6004;2;4738;6004
135155340;71680;5990;4337;13;4604;4337
153711256;81920;6792;7015;4;5204;7015
153692004;81920;6795;4283;0;5197;4283
154020182;81920;6763;5050;1;5156;5050
154131754;81920;6782;4330;4;5195;4330
153942990;81920;6803;4511;0;5238;4511
154315994;81920;6776;5609;8;5164;5609
154024774;81920;6768;6707;0;5123;6707
153908500;81920;6779;3745;3;5175;3745
153696426;81920;6777;3896;4;5176;3896
154155466;81920;6786;4332;5;5200;4332
172926450;92160;7603;5059;1;5757;5059
173314040;92160;7577;5496;0;5751;5496
173161466;92160;7616;4206;4;5778;4206
173396302;92160;7631;6478;5;5795;6478
173750032;92160;7624;5524;0;5796;5524
173126628;92160;7626;5269;5;5794;5269
172821918;92160;7645;5115;14;5815;5115
173736064;92160;7637;6934;14;5801;6934
173169228;92160;7630;6586;1;5796;6586
173869298;92160;7623;6286;0;5778;6286
192175224;102400;8435;7012;3;6367;7012
192562448;102400;8347;5823;7;6292;5823
193264342;102400;8453;8240;0;6376;8240
191921016;102400;8386;7930;0;6317;7930
193138566;102400;8423;9897;39;6319;9897
193335374;102400;8431;5595;3;6353;5595
192835944;102400;8407;8663;4;6328;8663
192268554;102400;8414;9730;3;6330;9730
192169696;102400;8405;6987;0;6332;6987
192271052;102400;8396;6841;0;6343;6841
213003432;112640;9367;12364;21;7017;12364
211154084;112640;9220;7004;2;6925;7004
211403104;112640;9223;9076;9;6868;9076
211560690;112640;9209;8311;8;6894;8311
212044404;112640;9276;9561;4;6956;9561
213110186;112640;9316;9929;40;7008;9929
216723650;112640;9255;10663;715;6905;10663
213786694;112640;9197;10495;150;6864;10495
211886458;112640;9230;7884;4;6907;7884
212930924;112640;9254;8660;203;6961;8660
231717796;122880;9999;7685;53;7476;7685
230522420;122880;10027;9574;8;7462;9574
229671598;122880;10060;7152;10;7555;7152
232133712;122880;9975;10170;8;7423;10170
229368706;122880;10046;11155;35;7478;11155
239185784;122880;10030;16696;7542;7365;16696
233850358;122880;10015;12459;13;7477;12459
231787396;122880;10047;10784;21;7506;10784
230963960;122880;9958;9365;7;7402;9365
230955012;122880;10025;7643;15;7507;7643
249163412;133120;10888;10218;12;8129;10218
249580678;133120;10883;11315;6;8109;11315
249845944;133120;10886;10816;1;8114;10816
251533182;133120;10979;12670;111;8230;12670
250177928;133120;10915;11025;23;8161;11025
250592338;133120;10913;10229;11;8147;10229
250191138;133120;10875;7488;2;8140;7488
250209264;133120;10909;11621;8;8122;11621
250018060;133120;10937;16826;60;8118;16826
250720124;133120;10924;14771;94;8155;14771
269572744;143360;11717;13480;34;8730;13480
269495554;143360;11656;14921;2;8612;14921
269174494;143360;11637;10374;0;8637;10374
268256776;143360;11693;11375;7;8706;11375
272581562;143360;11767;17583;60;8761;17583
269133352;143360;11604;11862;4;8590;11862
268869222;143360;11651;12758;51;8631;12758
268438466;143360;11653;17211;4;8578;17211
270171950;143360;11610;9614;14;8613;9614
268206792;143360;11654;12197;0;8657;12197
289434700;153600;12533;16324;21;9231;16324
287940598;153600;12466;12665;6;9238;12665
288328666;153600;12512;14778;13;9261;14778
288725680;153600;12551;14311;26;9334;14311
287609248;153600;12464;16382;10;9189;16382
287927184;153600;12522;14713;0;9268;14713
289510118;153600;12510;14327;4;9263;14327
288314414;153600;12559;16527;11;9269;16527
288425700;153600;12514;11788;4;9300;11788
290451300;153600;12489;15290;813;9204;15290
306986984;163840;13221;15621;4;9727;15621
307912982;163840;13282;15035;2;9799;15035
310076846;163840;13280;18952;755;9746;18952
305200570;163840;13276;15646;55;9773;15646
305023268;163840;13303;16344;17;9800;16344
306232900;163840;13260;14541;8;9761;14541
305816232;163840;13316;14815;12;9867;14815
306452780;163840;13314;17188;0;9777;17188
307552696;163840;13297;18290;2;9779;18290
308392688;163840;13250;14679;3;9773;14679
327236028;174080;14183;18004;14;10468;18004
326929662;174080;14067;15186;1;10361;15186
326881376;174080;14125;17731;1;10384;17731
326765686;174080;14128;17811;11;10386;17811
329038022;174080;14114;17109;30;10397;17109
327942412;174080;14147;11526;8;10495;11526
327973684;174080;14142;13610;3;10464;13610
326855992;174080;14092;16705;13;10383;16705
327962680;174080;14154;18999;8;10389;18999
327290758;174080;14078;17781;11;10323;17781
345797108;184320;14971;15584;13;11050;15584
345657286;184320;14962;18859;7;10965;18859
345328590;184320;14964;21742;8;10950;21742
344462878;184320;14886;20625;0;10905;20625
344112586;184320;14886;18891;5;10878;18891
340984756;184320;14969;15232;6;10980;15232
344821774;184320;14998;21730;5;11000;21730
342791786;184320;14939;15855;4;10985;15855
342645760;184320;14925;22015;32;10885;22015
341814166;184320;14862;17061;24;10921;17061
360515128;194560;15758;13796;6;11626;13796
359682278;194560;15771;23610;0;11502;23610
361511018;194560;15782;18682;63;11587;18682
362329490;194560;15717;24726;10;11456;24726
360054874;194560;15774;19006;3;11571;19006
364407856;194560;15727;23218;4;11459;23218
359574132;194560;15859;22432;2;11683;22432
359649436;194560;15661;20775;0;11448;20775
362002922;194560;15765;16599;8;11592;16599
359535332;194560;15743;17688;2;11539;17688
379559576;204800;16497;21728;44;12064;21728
378953366;204800;16433;22487;9;11977;22487
380580082;204800;16447;20841;15;12002;20841
380229652;204800;16583;24395;126;12136;24395
378830660;204800;16527;24821;18;12054;24821
379340390;204800;16526;26092;31;12043;26092
380864512;204800;16564;22172;14;12121;22172
379281732;204800;16541;21264;7;12115;21264
379819916;204800;16441;24152;61;11968;24152
378634486;204800;16457;26445;1;11959;26445
397589154;215040;17348;26332;10;12634;26332
400422882;215040;17397;24863;19;12693;24863
397615544;215040;17388;23665;13;12739;23665
398998352;215040;17396;23879;117;12693;23879
397810726;215040;17369;25152;2;12662;25152
397556834;215040;17310;24145;0;12645;24145
397628668;215040;17426;20975;0;12788;20975
397695134;215040;17374;21618;2;12707;21618
398382622;215040;17405;26054;8;12684;26054
397929864;215040;17382;23532;11;12694;23532
416996610;225280;18023;24032;2;13076;24032
416737956;225280;18029;29143;9;13071;29143
416978874;225280;18077;32429;3;13161;32429
416670984;225280;17991;28558;6;13018;28558
417874232;225280;18304;27258;17;13449;27258
416879390;225280;18021;28398;4;13061;28398
416989666;225280;18043;27975;2;13124;27975
416762378;225280;18036;24596;15;13130;24596
416618160;225280;18003;24184;4;13060;24184
416553780;225280;18001;23111;1;13070;23111
436189700;235520;18841;31649;23;13660;31649
436122066;235520;18917;29862;24;13817;29862
435915242;235520;18856;26187;7;13700;26187
435488386;235520;18830;29827;13;13641;29827
436199186;235520;18848;29214;23;13677;29214
435711406;235520;18827;30270;8;13602;30270
435548604;235520;18842;26663;0;13687;26663
436059018;235520;18868;31556;4;13684;31556
436323798;235520;18829;27719;42;13630;27719
436279352;235520;18794;31830;6;13536;31830
454482988;245760;19596;30987;2;14116;30987
454666004;245760;19643;34708;4;14165;34708
454595644;245760;19627;31608;0;14177;31608
455043092;245760;19624;32569;2;14158;32569
456075622;245760;19621;28580;2;14189;28580
455415508;245760;19647;34166;21;14204;34166
454704810;245760;19623;30940;0;14197;30940
454718410;245760;19622;32765;0;14170;32765
454554486;245760;19640;31729;0;14219;31729
457176816;245760;19636;31333;9;14219;31333
474056234;256000;20452;32404;0;14804;32404
473483722;256000;20432;35591;2;14734;35591
473801092;256000;20444;36276;0;14751;36276
475466118;256000;20420;34837;109;14732;34837
473538512;256000;20431;32150;2;14789;32150
479419836;256000;20486;37783;23;14816;37783
475312618;256000;20431;30499;26;14806;30499
473447844;256000;20418;30102;3;14770;30102
473829326;256000;20450;28699;0;14822;28699
477019194;256000;20587;37504;129;14963;37504
492617028;266240;21248;30405;6;15381;30405
495299980;266240;21322;34121;38;15467;34121
492651580;266240;21234;35833;0;15273;35833
494000432;266240;21290;38154;143;15357;38154
492406116;266240;21236;33459;11;15326;33459
495551048;266240;21351;35791;36;15535;35791
493182962;266240;21243;37715;29;15306;37715
495682692;266240;21306;40572;47;15420;40572
492453802;266240;21214;35741;9;15252;35741
496987316;266240;21331;41704;90;15459;41704
513919008;276480;22155;38024;25;16054;38024
514108612;276480;22131;41208;31;15974;41208
511792094;276480;22060;41466;18;15825;41466
512800198;276480;22046;37588;200;15851;37588
512056672;276480;22055;36046;21;15898;36046
516740234;276480;22054;40168;23;15943;40168
511764886;276480;22065;36358;50;15941;36358
511390090;276480;22034;34766;11;15891;34766
511332518;276480;22061;35315;0;15907;35315
514308672;276480;22100;40397;36;15904;40397
530617604;286720;22912;40059;14;16515;40059
530540080;286720;22842;40809;2;16433;40809
532383952;286720;22931;45002;33;16536;45002
530429686;286720;22872;40584;7;16489;40584
530388058;286720;22851;39818;8;16440;39818
532280758;286720;22858;39231;16;16408;39231
531726618;286720;22854;36805;44;16495;36805
530458904;286720;22840;39053;6;16391;39053
531367324;286720;22859;41049;44;16444;41049
531003526;286720;22844;40735;25;16434;40735
550537968;296960;23689;40729;52;17049;40729
549584288;296960;23695;44936;11;17073;44936
549634432;296960;23689;43301;23;17062;43301
549515192;296960;23736;44176;3;17090;44176
549798834;296960;23686;41545;2;17064;41545
549735518;296960;23695;43401;18;17075;43401
549540608;296960;23705;44207;10;17052;44207
550146018;296960;23733;44827;3;17165;44827
549298720;296960;23720;41249;13;17108;41249
549243972;296960;23698;41115;11;17074;41115
572282224;307200;24591;49419;380;17693;49419
569461306;307200;24488;44727;25;17597;44727
569333918;307200;24484;43723;16;17609;43723
569450826;307200;24500;46852;47;17604;46852
570049912;307200;24506;43389;10;17621;43389
569049240;307200;24510;43699;31;17623;43699
568284336;307200;24485;46264;7;17595;46264
568857812;307200;24463;43269;25;17564;43269
568324926;307200;24478;38998;19;17663;38998
570056592;307200;24479;44667;5;17592;44667
590640078;317440;25427;49507;205;18328;49507
587389714;317440;25313;43487;30;18201;43487
588280762;317440;25308;49174;82;18177;49174
587201266;317440;25278;47822;18;18124;47822
587498046;317440;25292;47000;0;18178;47000
588231344;317440;25279;45710;148;18156;45710
587804590;317440;25283;48859;57;18161;48859
587842562;317440;25281;50937;56;18121;50937
587440400;317440;25286;47414;59;18167;47414
587568176;317440;25312;41294;16;18258;41294
609153350;327680;26218;49388;27;18901;49388
606507326;327680;26078;49131;11;18691;49131
607102370;327680;26112;49454;50;18743;49454
606472384;327680;26148;53390;5;18788;53390
606200954;327680;26130;45902;11;18768;45902
607219828;327680;26102;49474;52;18685;49474
606518592;327680;26140;50745;52;18788;50745
606918692;327680;26087;48548;103;18735;48548
606343178;327680;26170;51291;10;18814;51291
606722718;327680;26100;48316;93;18735;48316
626061664;337920;26912;46513;118;19359;46513
625302028;337920;26954;52290;6;19394;52290
625551562;337920;26928;49977;53;19321;49977
625088034;337920;26905;50007;27;19288;50007
625519056;337920;26894;51583;44;19285;51583
625049956;337920;26888;50705;36;19284;50705
625180096;337920;26895;47952;31;19311;47952
626061136;337920;26971;51784;66;19407;51784
625110050;337920;26893;50292;31;19257;50292
625879130;337920;26907;50279;26;19294;50279
644373484;348160;27723;53505;28;19855;53505
644543444;348160;27677;51327;5;19833;51327
644421286;348160;27680;52049;24;19826;52049
644713454;348160;27701;53988;19;19830;53988
644069044;348160;27693;55335;16;19799;55335
644537698;348160;27729;52413;70;19866;52413
644016336;348160;27743;55595;11;19902;55595
644537508;348160;27702;54894;17;19840;54894
644394088;348160;27708;54169;29;19820;54169
645884722;348160;27732;52687;6299;19921;52687
664128450;358400;28504;52771;49;20454;52771
662988344;358400;28506;53908;0;20438;53908
663026666;358400;28514;56305;6;20459;56305
663122700;358400;28534;56491;25;20448;56491
663104802;358400;28513;56066;7;20418;56066
663778946;358400;28522;55785;79;20432;55785
662993038;358400;28522;56272;30;20426;56272
663529544;358400;28543;57789;22;20408;57789
663746740;358400;28540;55970;6;20470;55970
662757196;358400;28483;52964;2;20384;52964
682630564;368640;29316;56925;26;20994;56925
682160400;368640;29309;59077;10;20963;59077
682400982;368640;29346;58823;11;21010;58823
682347816;368640;29342;58060;15;21022;58060
682634592;368640;29302;55091;13;20954;55091
682762794;368640;29354;58726;14;20992;58726
682114152;368640;29311;57588;6;20965;57588
682457992;368640;29351;59011;9;21027;59011
682037172;368640;29334;58078;10;20997;58078
683631044;368640;29343;59319;1358;20917;59319
701232974;378880;30132;60408;19;21520;60408
701327060;378880;30153;60553;22;21564;60553
701523176;378880;30192;61315;51;21616;61315
701599984;378880;30181;60194;29;21653;60194
702989492;378880;30284;63967;34;21758;63967
716598548;378880;30327;62421;1933;21707;62421
701533126;378880;30154;61537;54;21586;61537
705086966;378880;30189;61744;838;21633;61744
700860180;378880;30138;61016;22;21562;61016
701538958;378880;30153;58774;45;21574;58774
720693074;389120;30937;62418;108;22091;62418
720862036;389120;30959;62367;46;22141;62367
720160946;389120;30968;61880;30;22113;61880
720152958;389120;30932;61515;43;22135;61515
721505130;389120;30995;64470;301;22117;64470
720158620;389120;31009;63757;21;22201;63757
721143166;389120;30936;63687;95;22080;63687
721159036;389120;30921;62648;156;22090;62648
720955602;389120;30919;62316;73;22059;62316
720205434;389120;30966;64843;52;22117;64843
739776488;399360;31742;63754;59;22697;63754
740264702;399360;31778;64374;179;22721;64374
738969646;399360;31745;62611;26;22712;62611
