CLOCK;MEMORY_USED;PAPI_L1_TCM;PAPI_L2_TCM;PAPI_L3_TCM;PAPI_L2_TCA;PAPI_L3_TCA
12321189836;6656000;591111;1294034;133820;429467;1294034
12325084410;6656000;590847;1290710;73095;433976;1290710
12511952846;6758400;598923;1307438;58852;439612;1307438
12513656958;6758400;598885;1307275;64019;439637;1307275
12512398304;6758400;630163;1377642;70432;470572;1377642
12522060960;6758400;630279;1392446;390318;461398;1392446
12513119704;6758400;598763;1307603;63301;439916;1307603
12512671202;6758400;630266;1377660;69632;470604;1377660
12514096072;6758400;598950;1308496;87608;439258;1308496
12513713958;6758400;599501;1308733;86296;440004;1308733
12512412262;6758400;598828;1308086;78939;439512;1308086
12512039780;6758400;598721;1307006;55917;439558;1307006
12703277904;6860800;606946;1324105;61588;445282;1324105
12700552098;6860800;638013;1394662;67310;475545;1394662
12699023336;6860800;639226;1394236;62097;477202;1394236
12699196948;6860800;638259;1396197;84239;475648;1396197
12701526414;6860800;607011;1326106;70574;445465;1326106
12701917388;6860800;606824;1325038;69204;444969;1325038
12700106984;6860800;638120;1395741;76681;475850;1395741
12700318812;6860800;638259;1394709;68053;476200;1394709
12702293772;6860800;606881;1325794;76224;445258;1325794
12704962696;6860800;607055;1326252;67167;445512;1326252
12889599804;6963200;646343;1412837;68372;481772;1412837
12891832944;6963200;615220;1352201;199599;449066;1352201
12891395730;6963200;615192;1349008;169983;449320;1349008
12890195706;6963200;646370;1412858;71453;481472;1412858
12891803340;6963200;615204;1344256;83005;450923;1344256
12890228844;6963200;646466;1414801;91585;481719;1414801
12890589834;6963200;646469;1413819;74213;481793;1413819
12890271952;6963200;646442;1413280;72504;481913;1413280
12889403064;6963200;646361;1414425;83312;481503;1414425
12890122332;6963200;646272;1413897;76250;481682;1413897
13080773076;7065600;623333;1360792;74267;456761;1360792
13082525318;7065600;623666;1362017;94956;456986;1362017
13079753562;7065600;654565;1431065;83414;487583;1431065
13079697494;7065600;623133;1360679;68650;456654;1360679
13080866470;7065600;654352;1432718;105322;486728;1432718
13081848524;7065600;623283;1368200;188878;454881;1368200
13081163528;7065600;623227;1367454;171026;454871;1367454
13080019298;7065600;654696;1431555;82615;487700;1431555
13037915072;7065600;654515;1434733;150578;483627;1434733
13080521232;7065600;654600;1432087;94592;487257;1432087
13241521946;7168000;631229;1378481;73144;462061;1378481
13239478804;7168000;631414;1379098;80195;462407;1379098
13270791506;7168000;662530;1450182;97550;492761;1450182
13273717008;7168000;631522;1398101;411625;458244;1398101
13269295536;7168000;662604;1448800;86325;492835;1448800
13270365654;7168000;631312;1380184;90428;462027;1380184
13272231942;7168000;631300;1397201;473320;455970;1397201
13270244468;7168000;631202;1378160;84096;461788;1378160
13269095862;7168000;662347;1448846;85647;492571;1448846
13271092322;7168000;631443;1387989;189417;460313;1387989
13459164488;7270400;640486;1396140;83614;468947;1396140
13461698458;7270400;670694;1467852;94624;498597;1467852
13460392020;7270400;639554;1398830;115809;467397;1398830
13459468984;7270400;670440;1467363;97770;498441;1467363
13462623720;7270400;640482;1405825;215948;466635;1405825
13459557998;7270400;670452;1467129;94075;498293;1467129
13458624908;7270400;670528;1467455;92388;498398;1467455
13458420188;7270400;670738;1466898;89954;498840;1466898
13460682900;7270400;670635;1466846;86471;498687;1466846
13461681948;7270400;640377;1403218;181584;467017;1403218
13624838236;7372800;647690;1422083;202991;471553;1422083
13638315748;7372800;678847;1493733;276903;494061;1493733
13648740016;7372800;678793;1485816;110774;504263;1485816
13649816580;7372800;678792;1484463;91858;504113;1484463
13652001488;7372800;647769;1414460;91299;473571;1414460
13649333896;7372800;678595;1484932;101714;503652;1484932
13649264746;7372800;678876;1486855;126783;503593;1486855
13652822254;7372800;647909;1415319;104583;473555;1415319
13647954352;7372800;678620;1484946;96620;504133;1484946
13652724112;7372800;647771;1423310;223512;471529;1423310
13839869302;7475200;655670;1440289;218680;477188;1440289
13839451720;7475200;655802;1440098;212832;477397;1440098
13839915224;7475200;655640;1433054;112230;478680;1433054
13838392340;7475200;656757;1431359;81344;480556;1431359
13836837466;7475200;687609;1502179;101815;510476;1502179
13839187514;7475200;655411;1431169;85819;479062;1431169
13809601368;7475200;654691;1451748;494107;465543;1451748
13839019406;7475200;656131;1439802;181910;478242;1439802
13836851612;7475200;686744;1501885;92085;509684;1501885
13840951658;7475200;655016;1452603;246438;476288;1452603
14027245550;7577600;692664;1531496;106938;514033;1531496
14029998892;7577600;663659;1461967;137823;484102;1461967
14029127762;7577600;663728;1460844;118951;484249;1460844
14026741218;7577600;695755;1531174;96301;516448;1531174
14028863722;7577600;694867;1533827;143292;514617;1533827
14030033688;7577600;663656;1460008;104566;484803;1460008
14028445246;7577600;693885;1531839;114405;515202;1531839
14029099202;7577600;663791;1468239;200780;483005;1468239
