CLOCK;MEMORY_USED;PAPI_L1_TCM;PAPI_L2_TCM;PAPI_L3_TCM;PAPI_L2_TCA;PAPI_L3_TCA
7586844090;4096000;356255;792302;119841;349210;792302
7584540466;4096000;355989;798933;106319;348665;798933
7546463272;4096000;325324;729467;160471;318187;729467
7585301142;4096000;355959;799434;107510;348585;799434
7584439026;4096000;356055;798524;104735;348831;798524
7572394720;4096000;355895;798829;106057;348538;798829
7733370838;4198400;364340;816953;112661;356806;816953
7774625342;4198400;364160;817635;116630;356657;817635
7777588320;4198400;364056;816892;112758;356563;816892
7774537682;4198400;365065;810809;119366;357808;810809
7779043712;4198400;364663;809953;115461;357185;809953
7773266610;4198400;364279;810123;109119;356837;810123
7776031894;4198400;365001;820280;321762;349908;820280
7773788406;4198400;364490;810649;108976;357048;810649
7774102592;4198400;364364;809801;107872;356878;809801
7774174614;4198400;364624;810475;113279;357291;810475
7962741614;4300800;372316;828201;115014;364718;828201
7963581266;4300800;372433;828741;119850;364842;828741
7964832528;4300800;372882;828829;114061;365322;828829
7961862780;4300800;372455;837718;118864;364852;837718
7963573072;4300800;372724;838232;132556;364816;838232
7964090748;4300800;372669;837531;122913;365040;837531
7963232388;4300800;373175;837709;115883;365564;837709
7962771822;4300800;372380;838152;120487;364812;838152
7963655020;4300800;372414;837673;130207;364659;837673
7966121464;4300800;372401;843673;339731;361068;843673
8152940304;4403200;380841;856463;130858;372945;856463
8153754708;4403200;380695;856459;151185;372553;856459
8153352166;4403200;380866;856481;135445;373234;856481
8151527016;4403200;380712;856130;120509;372970;856130
8152992448;4403200;380763;856008;134423;372898;856008
8152882766;4403200;380536;856009;129957;372645;856009
8153406496;4403200;380769;856327;141201;372789;856327
8153150762;4403200;380712;856274;137317;372699;856274
8152362926;4403200;380606;855992;125767;372734;855992
8150576388;4403200;412334;926617;71203;404642;926617
8343591088;4505600;389437;874635;132686;381484;874635
8342073066;4505600;388678;874578;134476;380768;874578
8342291918;4505600;388897;874484;136381;381006;874484
8342379816;4505600;388906;874641;134668;381060;874641
8342128878;4505600;388798;874554;124304;380952;874554
8342105080;4505600;389343;874910;123631;381441;874910
8342765812;4505600;388832;874603;126889;380934;874603
8341229490;4505600;388774;874514;125301;380862;874514
8341885752;4505600;389009;875043;120574;381147;875043
8342307642;4505600;388787;874504;129985;380889;874504
8529656632;4608000;428668;963146;72629;420732;963146
8531364926;4608000;397071;893360;152280;388645;893360
8531541876;4608000;397813;892731;148610;389650;892731
8531750056;4608000;396995;892728;146428;388558;892728
8530279282;4608000;428513;962774;76463;420588;962774
8531301896;4608000;396987;893254;139272;388931;893254
8530560110;4608000;398004;894346;131363;390029;894346
8530075916;4608000;428405;962791;68853;420344;962791
8532139714;4608000;396870;893093;154075;388632;893093
8531395198;4608000;397551;893456;155360;389249;893456
8720884502;4710400;405068;911090;144164;396783;911090
8727648322;4710400;405053;911737;151813;396597;911737
8721583554;4710400;405354;913020;143553;397048;913020
8721316268;4710400;404896;911890;159114;396252;911890
8720994540;4710400;436460;981459;89461;428298;981459
8719747094;4710400;436436;981999;86493;428220;981999
8722079990;4710400;405496;911969;168326;396709;911969
8721226880;4710400;405402;911901;163384;396975;911901
8721714216;4710400;406021;912003;162081;397448;912003
8719252350;4710400;436505;981395;78645;428260;981395
8912204082;4812800;413894;946061;162596;405108;946061
8911065226;4812800;413531;920204;148458;405056;920204
8921681020;4812800;444070;993477;217509;427920;993477
8910865846;4812800;413401;921416;165848;404471;921416
8911994402;4812800;413696;920267;156502;405017;920267
8912114170;4812800;413365;920392;159108;404334;920392
8911365430;4812800;413487;920762;158857;404814;920762
8915778940;4812800;413527;929824;355942;403482;929824
8913808724;4812800;413376;920592;164759;404555;920592
